wrinvstg_no,fire_type_nm,buld_srtfrm,buld_strctr,buld_srtrf,buld_strct_dong_cnt,ground_nof,bstory_cnt,totar,bottom_area,buld_sttus_nm,dth_cnt,injpsn_cnt,dth_hnl_dmge_cnt,prprty_dmge_amt,fire_ocrn_yr,season_se_nm,qtr_se,fire_ocrn_ymd,fire_ocrn_tm,fire_ocrn_mnth,fire_ocrn_day,fire_ocrn_hour,fire_ocrn_min,daywk,frstt_nm,ward_nm,lfdau_nm,dsp_reqre_time,fire_supesn_time,sido_nm,sigungu_nm,emd_nm,cty_frmvl_se_nm,emd_se_nm,gis_x_axis,gis_y_axis,longitude,la,spt_frstt_dist,spt_safe_cnter_dist,spt_lfdau_dist,ign_htsrc_nm,ign_htsrc_sclas_nm,ign_fctr_lclas_nm,ign_fctr_sclas_nm,frst_igobj_lclas_nm,frst_igobj_sclas_nm,ign_mhrls_lclas_nm,ign_mhrls_sclas_nm,cmbs_expobj_lclas_nm,cmbs_expobj_sclas_nm,fclty_place_lclas_nm,fclty_place_mclas_nm,fclty_place_sclas_nm,ign_floor_nm,soot_area,fio_join_trgt_yn,frmng_trgt_yn,mub_yn,emrg_crg_oper_yn,vhcle_place,vhcle_ign_bhf,fld_fire_se,fld_fire_ign_bhf,time_unit_tmprt,time_unit_rainqty,time_unit_ws,time_unit_wd,time_unit_humidity,time_unit_msnf,time_unit
220104155048377,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,392.550000,132.910000,사용중,0,0,0,2200,2022,겨울,1,20220104,124400,01,04,12,44,화요일,강남소방서,영동119안전센터,,000234,003500,서울특별시,강남구,신사동,도시,동,202600.990000,202600.990000,127.029424000,37.526617000,1.20,4.90,0.00,작동기기,기기 전도/복사열/기기발열,기계적 요인,자동제어 실패,식품,튀김유,주방기기,튀김기,,,생활서비스,음식점,치킨/족발,,0.000000,N,N,N,N,,,,,-0.6,,2.5,270,45,,2000
220104164128610,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,31,0,14429.600000,690.630000,사용중,0,0,0,23,2022,겨울,1,20220104,132900,01,04,13,29,화요일,강남소방서,삼성119안전센터,,000416,000601,서울특별시,강남구,삼성동,도시,동,204510.950500,204510.950500,127.051025000,37.515933000,2.00,2.00,0.00,작동기기,기기 전도/복사열/기기발열,부주의,음식물 조리중,식품,음식물,주방기기,가스렌지,,,주거,공동주택,아파트,,0.000000,N,N,N,N,,,,,-0.5,,2.9,270,43,,2000
220104160111881,기타(쓰레기 화재등),,,,,,,,,,0,0,0,215,2022,겨울,1,20220104,134500,01,04,13,45,화요일,용산소방서,이태원119안전센터,,000631,000239,서울특별시,용산구,한남동,도시,동,199862.650000,199862.650000,126.998446000,37.533268000,3.00,1.00,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,기타,야외,쓰레기,,,N,N,N,N,,,,,-0.5,,2.9,270,43,,2000
220104175439222,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,471.360000,89.880000,사용중,0,0,0,511,2022,겨울,1,20220104,160100,01,04,16,01,화요일,마포소방서,신수119안전센터,,000251,000519,서울특별시,마포구,상수동,도시,동,193183.980000,193183.980000,126.922867000,37.549254000,1.20,1.20,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,종이,,,,,기타서비스,기타건축물,기타 건축물,,1.000000,N,N,N,N,,,,,0.7,,3.0,250,29,,2000
220104183443137,기타(쓰레기 화재등),,,,,,,,,,0,0,0,5,2022,겨울,1,20220104,174400,01,04,17,44,화요일,중부소방서,신당119안전센터,,000125,000000,서울특별시,중구,필동2가,도시,동,199711.964800,199711.964800,126.996739000,37.561566000,1.70,0.40,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,기타,야외,쓰레기,,,N,N,N,N,,,,,-0.4,,2.8,290,29,,2000
220104192425007,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,2,1,167.640000,55.890000,사용중,0,0,0,6,2022,겨울,1,20220104,174700,01,04,17,47,화요일,도봉소방서,창동119안전센터,,000200,000420,서울특별시,도봉구,창동,도시,동,203369.920000,203369.920000,127.038185000,37.648145000,1.50,0.70,0.00,작동기기,기기 전도/복사열/기기발열,부주의,가연물 근접방치,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,주거,단독주택,단독주택,,0.000000,N,N,N,N,,,,,-0.4,,2.8,290,29,,2000
220104222510223,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,2,0,548.800000,274.400000,사용중,0,0,0,52,2022,겨울,1,20220104,210900,01,04,21,09,화요일,중랑소방서,중화119안전센터,,000400,000500,서울특별시,중랑구,상봉동,도시,동,207586.250000,207586.250000,127.085902000,37.596061000,3.30,1.30,0.00,불꽃/ 불티,모닥불/ 연탄/ 숯,부주의,불씨/불꽃/화원방치,기타,기타,,,,,생활서비스,음식점,한식,,0.000000,N,N,N,N,,,,,-3.5,,0.8,290,37,,2000
220105081329419,기타(쓰레기 화재등),,,,,,,,,,0,0,0,110,2022,겨울,1,20220104,221900,01,04,22,19,화요일,강동소방서,성내119안전센터,,000200,000200,서울특별시,강동구,성내동,도시,동,211222.940000,211222.940000,127.126964000,37.526303000,1.00,1.00,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,종이,,,,,기타,야외,공터,,,N,N,N,N,,,,,-4.4,,1.0,290,41,,2000
220105010735354,기타(쓰레기 화재등),,,,,,,,,,0,0,0,24,2022,겨울,1,20220105,002500,01,05,00,25,수요일,성북소방서,길음119안전센터,,000423,000459,서울특별시,성북구,정릉동,도시,동,200846.730000,200846.730000,127.009588000,37.599581000,3.20,2.00,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,종이,,,,,기타,야외,쓰레기,,1.000000,N,N,N,N,,,,,-5.6,,1.3,360,45,,2000
220105050942836,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,8,1,2224.840000,335.030000,사용중,0,0,0,145,2022,겨울,1,20220105,040700,01,05,04,07,수요일,강서소방서,등촌119안전센터,,000347,000354,서울특별시,강서구,등촌동,도시,동,187900.610000,187900.610000,126.863077000,37.548559000,1.30,1.30,0.00,작동기기,기기 전도/복사열/기기발열,기계적 요인,과열/ 과부하,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,생활서비스,음식점,횟집,,0.000000,N,Y,N,N,,,,,-7.2,,1.9,50,52,,2000
220105085940598,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,2,1,291.450000,103.650000,사용중,0,0,0,24929,2022,겨울,1,20220105,082400,01,05,08,24,수요일,광진소방서,구의119안전센터,,000459,001509,서울특별시,광진구,구의동,도시,동,207936.260000,207936.260000,127.089810000,37.535213000,2.00,2.00,0.00,작동기기,기기 전도/복사열/기기발열,기계적 요인,과열/ 과부하,합성수지,플라스틱/ PVC/ 비닐/ 장판,계절용 기기,전기히터/스토브,,,산업시설,공장시설,방직공업,,0.000000,N,N,N,N,,,,,-7.5,,2.6,20,58,,2000
220105103547268,건축/구조물,양식(옥),벽돌조,슬라브가,1,2,1,122.220000,39.080000,사용중,0,0,0,9,2022,겨울,1,20220105,090300,01,05,09,03,수요일,노원소방서,상계119안전센터,,000450,000831,서울특별시,노원구,중계동,도시,동,206714.450000,206714.450000,127.076093000,37.660855000,4.00,1.20,0.00,불꽃/ 불티,기타(불꽃/불티),부주의,기기(전기/ 기계 등) 사용.설치부주의,전기/전자,전기/ 전자기기 케이스,주방기기,전기레인지,,,주거,단독주택,다가구주택,,0.000000,N,N,N,N,,,,,-6.4,,0.9,50,56,,2000
220105124311529,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,17,5,26459.940000,2290.200000,신축,0,0,0,460,2022,겨울,1,20220105,102600,01,05,10,26,수요일,서초소방서,서초119안전센터,,000217,003100,서울특별시,서초구,서초동,도시,동,201167.490000,201167.490000,127.013200000,37.487127000,6.00,2.00,0.00,작동기기,불꽃/ 스파크/ 정전기,부주의,불씨/불꽃/화원방치,기타,기타,,,,,기타서비스,기타건축물,기타 건축물,,0.000000,N,N,N,N,,,,,-4.4,,1.3,70,50,,2000
220105134324612,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,1,,20.000000,20.000000,사용중,0,0,0,329,2022,겨울,1,20220105,113400,01,05,11,34,수요일,서대문소방서,홍은119안전센터,,000444,002641,서울특별시,서대문구,홍은동,도시,동,194793.487900,194793.487900,126.941039000,37.601593000,3.40,1.00,0.00,작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,합성수지,발포폴리스티렌,계절용 기기,열선,,,기타서비스,기타건축물,공중화장실,,0.000000,N,N,N,N,,,,,-2.4,,1.5,90,46,,2000
220105141133493,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,2,1,315.690000,30.000000,사용중,0,0,0,11,2022,겨울,1,20220105,115100,01,05,11,51,수요일,광진소방서,구의119안전센터,,000321,000350,서울특별시,광진구,구의동,도시,동,207688.070000,207688.070000,127.087001000,37.548567000,0.70,0.70,0.00,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,단독주택,단독주택,,0.000000,N,N,N,N,,,,,-2.4,,1.5,90,46,,2000
220105173010319,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,2,1,1443.590000,296.340000,사용중,0,0,0,15,2022,겨울,1,20220105,135100,01,05,13,51,수요일,양천소방서,신월119안전센터,,000408,000651,서울특별시,양천구,신월동,도시,동,184741.600000,184741.600000,126.827463000,37.540932000,2.50,1.50,0.00,작동기기,기기 전도/복사열/기기발열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,연립주택,,0.000000,N,N,N,N,,,,,0.5,,2.0,50,37,,2000
220105171048916,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,7,1,1457.600000,264.000000,사용중,0,0,0,998,2022,겨울,1,20220105,151700,01,05,15,17,수요일,관악소방서,관악119안전센터,,000021,000000,서울특별시,관악구,봉천동,도시,동,195857.870000,195857.870000,126.953146000,37.475136000,0.20,0.20,0.00,작동기기,기기 전도/복사열/기기발열,부주의,기타(부주의),합성수지,발포폴리스티렌,계절용 기기,전기패널,,,생활서비스,일상서비스,기타 일상서비스,,5.000000,N,Y,N,N,,,,,1.7,,1.5,70,36,,2000
220105213635578,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,18,5,34747.200000,1663.260000,사용중,0,1,1,1395,2022,겨울,1,20220105,183000,01,05,18,30,수요일,종로소방서,세종로119안전센터,,000343,010303,서울특별시,종로구,수송동,도시,동,198324.151600,198324.151600,126.981092000,37.572662000,1.20,1.20,0.00,담뱃불/ 라이터불,라이터불/ 성냥불,방화,방화,침구/직물류,이불(베개/시트),,,가구,침대/ 매트리스,판매/업무시설,숙박시설,호텔,지상층,5.000000,N,Y,N,N,,,,,0.7,,2.0,270,42,,2000
220105222233905,건축/구조물,양식(옥),벽돌조,슬라브가,1,2,1,143.820000,47.940000,사용중,0,0,0,76,2022,겨울,1,20220105,191800,01,05,19,18,수요일,동작소방서,백운119안전센터,,000435,000000,서울특별시,동작구,사당동,도시,동,197937.710000,197937.710000,126.976683000,37.480655000,8.20,2.40,0.00,작동기기,전기적 아크(단락),전기적 요인,압착/손상에 의한 단락,합성수지,플라스틱/ PVC/ 비닐/ 장판,조명/ 간판,LED조명,,,주거,단독주택,다가구주택,,1.000000,N,N,N,N,,,,,0.1,,1.3,270,42,,2000
220105214140209,자동차/철도차량,,,,,,,,,,0,0,0,17325,2022,겨울,1,20220105,193700,01,05,19,37,수요일,강남소방서,영동119안전센터,,000252,001150,서울특별시,강남구,압구정동,도시,동,202004.042400,202004.042400,127.024122000,37.528933000,6.50,2.50,0.00,작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,전기/전자,전기/ 전자기기 케이스,,,,,자동차/철도차량,자동차,승용자동차,,,N,N,N,N,일반도로,엔진룸,,,0.1,,1.3,270,42,,2000
220105233632462,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,1,0,33.060000,33.060000,사용중,0,1,1,1234,2022,겨울,1,20220105,194800,01,05,19,48,수요일,동대문소방서,용두119안전센터,,000349,000900,서울특별시,동대문구,용두동,도시,동,203305.620000,203305.620000,127.037421000,37.576826000,3.00,2.00,0.00,미상,미상,미상,미상,미상,미상,,,,,주거,단독주택,단독주택,지상층,10.000000,N,N,N,N,,,,,0.1,,1.3,270,42,,2000
220105235741015,기타(쓰레기 화재등),,,,,,,,,,1,0,1,0,2022,겨울,1,20220105,195700,01,05,19,57,수요일,중부소방서,회현119안전센터,,000451,000001,서울특별시,중구,정동,도시,동,197897.224200,197897.224200,126.976198000,37.567296000,3.70,1.30,0.00,담뱃불/ 라이터불,라이터불/ 성냥불,방화,방화,위험물등,시너,,,,,기타,야외,기타야외,,,N,N,N,N,,,,,0.1,,1.3,270,42,,2000
220106004616059,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,19,0,4295.900000,301.070000,사용중,0,0,0,68,2022,겨울,1,20220105,210400,01,05,21,04,수요일,강북소방서,삼각산119안전센터,,000238,000913,서울특별시,강북구,미아동,도시,동,201542.943400,201542.943400,127.017476000,37.618310000,2.50,0.50,0.00,작동기기,불꽃/ 스파크/ 정전기,전기적 요인,기타(전기적요인),기타,기타,기타,기타,,,주거,공동주택,아파트,,0.000000,N,Y,N,N,,,,,-1.0,,2.0,270,46,,2000
220105230545382,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,455.130000,167.400000,사용중,0,0,0,415,2022,겨울,1,20220105,210900,01,05,21,09,수요일,도봉소방서,도봉119안전센터,,000300,000600,서울특별시,도봉구,방학동,도시,동,203053.090000,203053.090000,127.034604000,37.666849000,1.40,1.20,0.00,미상,미상,미상,미상,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,생활서비스,음식점,중식,,0.000000,N,N,N,N,,,,,-1.0,,2.0,270,46,,2000
220106034606426,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,18,0,10664.820000,668.970000,사용중,0,0,0,6,2022,겨울,1,20220106,023900,01,06,02,39,목요일,서대문소방서,홍은119안전센터,,000459,002408,서울특별시,서대문구,홍제동,도시,동,195736.755900,195736.755900,126.950832000,37.585538000,3.70,2.30,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,기타(종이/목재/건초등),,,,,주거,공동주택,아파트,,1.000000,N,Y,N,N,,,,,-3.7,,0.9,270,55,,2000
220106035448737,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,18,3,10388.860000,506.430000,사용중,0,0,0,75,2022,겨울,1,20220106,024100,01,06,02,41,목요일,서대문소방서,연희119안전센터,,000428,000020,서울특별시,서대문구,창천동,도시,동,194697.840000,194697.840000,126.940074000,37.556486000,3.20,3.20,0.00,마찰/ 전도/ 복사,기타(마찰/전도/복사),부주의,기기(전기/ 기계 등) 사용.설치부주의,침구/직물류,기타(침구/직물류),계절용 기기,전기장판/담요/방석류,,,판매/업무시설,일반업무,오피스텔,,0.000000,N,Y,N,N,,,,,-3.7,,0.9,270,55,,2000
220106041835348,자동차/철도차량,,,,,,,,,,0,0,0,784,2022,겨울,1,20220106,024600,01,06,02,46,목요일,종로소방서,연건119안전센터,,000355,003141,서울특별시,종로구,인의동,도시,동,199774.390000,199774.390000,126.997444000,37.572624000,1.40,1.30,0.00,미상,미상,미상,미상,미상,미상,,,,,자동차/철도차량,자동차,특수자동차,,,N,N,N,N,일반도로,적재함,,,-3.7,,0.9,270,55,,2000
220106054906065,건축/구조물,조립식,컨테이너조,샌드위치패널,1,1,0,25.000000,6.500000,사용중,0,1,1,113,2022,겨울,1,20220106,041500,01,06,04,15,목요일,영등포소방서,영등포119안전센터,,000333,002408,서울특별시,영등포구,영등포동,도시,동,191542.130000,191542.130000,126.904193000,37.514609000,1.30,1.30,0.00,미상,미상,미상,미상,침구/직물류,이불(베개/시트),,,,,기타서비스,기타건축물,공중화장실,지상층,2.000000,N,N,N,N,,,,,-4.8,,2.1,250,62,,2000
220106050356202,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,6,1,770.210000,110.000000,사용중,0,0,0,37,2022,겨울,1,20220106,042100,01,06,04,21,목요일,종로소방서,종로119안전센터,,000231,000234,서울특별시,종로구,낙원동,도시,동,199074.180000,199074.180000,126.989487000,37.571731000,0.90,0.60,0.00,작동기기,불꽃/ 스파크/ 정전기,전기적 요인,트래킹에 의한 단락,전기/전자,전기/ 전자기기 기판,,,,,생활서비스,위락시설,유흥주점,,0.000000,N,N,N,N,,,,,-4.8,,2.1,250,62,,2000
220106073359037,기타(쓰레기 화재등),,,,,,,,,,0,0,0,6,2022,겨울,1,20220106,060900,01,06,06,09,목요일,서대문소방서,홍은119안전센터,,000459,001506,서울특별시,서대문구,홍제동,도시,동,195637.635300,195637.635300,126.951306000,37.578354000,3.60,2.50,0.00,작동기기,기기 전도/복사열/기기발열,부주의,기기(전기/ 기계 등) 사용.설치부주의,침구/직물류,기타(침구/직물류),,,,,기타,야외,기타야외,,,N,N,N,N,,,,,-5.4,,2.2,270,60,,2000
220106151322012,기타(쓰레기 화재등),,,,,,,,,,0,0,0,11,2022,겨울,1,20220106,122700,01,06,12,27,목요일,강동소방서,강일119안전센터,,000624,001131,서울특별시,강동구,상일동,도시,동,215664.630200,215664.630200,127.177273000,37.551835000,6.10,2.80,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/ 나뭇잎,,,,,기타,야외,기타야외,,,N,N,N,N,,,,,0.3,,3.4,270,35,,2000
220106151821868,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,511.140000,103.350000,사용중,0,0,0,423,2022,겨울,1,20220106,132100,01,06,13,21,목요일,관악소방서,난곡119안전센터,,000213,000012,서울특별시,관악구,신림동,도시,동,192608.300000,192608.300000,126.916417000,37.474078000,4.50,0.30,0.00,작동기기,기기 전도/복사열/기기발열,부주의,음식물 조리중,식품,튀김유,주방기기,튀김기,,,생활서비스,음식점,치킨/족발,,2.000000,N,N,N,N,,,,,1.7,,4.2,270,33,,2000
220106154827038,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,0,408.360000,110.350000,사용중,0,0,0,77,2022,겨울,1,20220106,135500,01,06,13,55,목요일,강동소방서,천호119안전센터,,000230,000600,서울특별시,강동구,천호동,도시,동,212013.100000,212013.100000,127.135931000,37.541703000,2.40,0.80,0.00,작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,전기/전자,전선피복,조명/ 간판,LED조명,,,주거,공동주택,다세대주택,,0.000000,N,N,N,N,,,,,1.7,,4.2,270,33,,2000
220106174946156,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,412.000000,137.000000,신축,0,0,0,275,2022,겨울,1,20220106,163000,01,06,16,30,목요일,강동소방서,고덕119안전센터,,000254,001334,서울특별시,강동구,고덕동,도시,동,213786.630000,213786.630000,127.156040000,37.561265000,7.30,0.80,0.00,불꽃/ 불티,비화,부주의,가연물 근접방치,기타,기타,,,합성수지,아크릴수지,주거,단독주택,다가구주택,,0.000000,N,N,N,N,,,,,3.1,,1.6,270,31,,2000
220106223825997,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,1,1,291.020000,210.050000,사용중,0,0,0,38,2022,겨울,1,20220106,210400,01,06,21,04,목요일,구로소방서,고척119안전센터,,000408,000005,서울특별시,구로구,개봉동,도시,동,186303.020000,186303.020000,126.845083000,37.506680000,6.40,1.30,1.30,작동기기,기기 전도/복사열/기기발열,전기적 요인,절연열화에 의한 단락,전기/전자,전기/ 전자기기 내부배선,,,,,판매/업무시설,판매시설,기타 판매시설,,0.000000,N,N,N,N,,,,,-1.9,,1.8,250,43,,2000
220106225327488,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,1,0,278.250000,278.250000,사용중,0,0,0,33,2022,겨울,1,20220106,215300,01,06,21,53,목요일,성동소방서,왕십리119안전센터,,000300,001007,서울특별시,성동구,용답동,도시,동,206024.110000,206024.110000,127.068181000,37.560272000,4.00,0.80,0.00,미상,미상,미상,미상,전기/전자,전선피복,,,,,판매/업무시설,판매시설,상가빌딩,,0.000000,N,N,N,N,,,,,-1.9,,1.8,250,43,,2000
220107005710390,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,6,,636.710000,114.230000,사용중,0,0,0,14,2022,겨울,1,20220106,232400,01,06,23,24,목요일,은평소방서,수색119안전센터,,000300,000300,서울특별시,은평구,신사동,도시,동,192463.230000,192463.230000,126.914654000,37.598275000,3.70,3.30,0.00,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,판매/업무시설,일반업무,오피스텔,,0.000000,N,N,N,N,,,,,-3.4,,1.6,270,50,,1783
